AP amplitude (mV),AP max rise (mV/ms),AP max decay (mV/ms),AHP latency (ms),ISIavg (s),AP SD peak (mV/ms2) [normalized],Genotype
58.44134302941177,70.55662066841737,-39.30701786519608,53.792506857492995,2.2840456836734693,8.36532779605263,Nav1.2 KO
