AP amplitude (mV),AP max rise (mV/ms),AP max decay (mV/ms),AHP latency (ms),ISIavg (s),AP SD peak (mV/ms2) [normalized],Genotype
64.39381489322462,107.51877543706722,-43.55059151633987,31.50051285485018,0.9295070240452619,16.800203673788427,WT
