AP amplitude (mV),AP max rise (mV/ms),AP max decay (mV/ms),AHP latency (ms),ISIavg (s),AP SD peak (mV/ms2) [normalized],Genotype
65.406397,106.101051,-42.339258,23.474998,0.724,148.734,WT
