AP amplitude (mV),AP max rise (mV/ms),AP max decay (mV/ms),AHP latency (ms),ISIavg (s),AP SD peak (mV/ms2) [normalized],Genotype
58.7782,68.7374285,-39.237395,50.7874985,1.3983272857142857,82.253,Nav1.2 KO
